/media/sunyu/OS1/suanli/collectionunzip/item_placement_9957
obj                 |bestobj             |time                |
700.521             |700.521             |0.125               |KS1
84.833              |84.833              |7.085               |KS2
40.484              |40.484              |14.902              |KS2
22.200              |22.200              |21.574              |KS2
21.429              |21.429              |30.575              |KS2
19.843              |19.843              |37.505              |KS2
19.202              |19.202              |39.522              |crossover
17.425              |17.425              |45.837              |lns
14.995              |14.995              |53.349              |lns
14.618              |14.618              |62.583              |lns2
14.515              |14.515              |140.579             |random
14.473              |14.473              |152.571             |lns2
14.460              |14.460              |274.930             |lns2
14.301              |14.301              |339.981             |lns2
total time : 1000.2167692184448
