/media/sunyu/OS1/suanli/collectionunzip/SET3_12
obj                 |bestobj             |time                |
3244509.610         |3244509.610         |0.145               |INIT
383660.543          |383660.543          |50.170              |KS2
350958.717          |350958.717          |151.396             |lns
348582.078          |348582.078          |198.038             |lns
324876.255          |324876.255          |256.653             |lns
245714.946          |245714.946          |383.707             |lns
240329.349          |240329.349          |434.938             |lns
228903.876          |228903.876          |559.226             |lns2
224085.905          |224085.905          |639.129             |lns
221368.147          |221368.147          |732.929             |lns
219274.170          |219274.170          |763.561             |lns2
total time : 1000.0081841945648
