/media/sunyu/OS1/suanli/collectionunzip/item_placement_9912
obj                 |bestobj             |time                |
18.775              |18.775              |50.045              |INIT
18.217              |18.217              |61.280              |KS2
16.433              |16.433              |66.227              |lns
15.375              |15.375              |69.470              |lns
14.376              |14.376              |76.726              |lns
13.346              |13.346              |81.939              |lns
12.922              |12.922              |88.023              |lns
12.610              |12.610              |104.244             |lns2
11.845              |11.845              |278.488             |random
11.002              |11.002              |298.645             |lns2
total time : 1000.0052695274353
