/media/sunyu/OS1/suanli/collectionunzip/neos-1067731
obj                 |bestobj             |time                |
1026987.000         |1026987.000         |52.689              |INIT
1026783.000         |1026783.000         |53.770              |KS2
1026763.000         |1026763.000         |54.872              |KS2
1025675.000         |1025675.000         |56.046              |KS2
1025675.000         |1025675.000         |56.681              |KS2
1025675.000         |1025675.000         |56.939              |crossover
1025669.000         |1025669.000         |57.963              |lns
1025668.000         |1025668.000         |109.468             |random
1025667.000         |1025667.000         |110.677             |lns
1025667.000         |1025667.000         |115.123             |random
1025667.000         |1025667.000         |122.680             |random
1025667.000         |1025667.000         |148.655             |random
1025667.000         |1025667.000         |612.859             |random
1025667.000         |1025667.000         |649.626             |random
total time : 1000.1779444217682
