/media/sunyu/OS1/suanli/collectionunzip/neos-848589
obj                 |bestobj             |time                |
11167875.796        |11167875.796        |51.609              |init
857930.565          |857930.565          |103.120             |KS2
171434.386          |171434.386          |154.199             |KS2
3589.310            |3589.310            |205.178             |KS2
3141.921            |3141.921            |358.045             |KS2
2823.748            |2823.748            |409.807             |crossover
2683.900            |2683.900            |511.339             |lns
2679.346            |2679.346            |613.040             |lns
2602.834            |2602.834            |740.154             |lns
2499.312            |2499.312            |942.044             |lns
total time : 990.3494210243225
