/media/sunyu/OS1/suanli/collectionunzip/SET3_03
obj                 |bestobj             |time                |
3047891.617         |3047891.617         |0.141               |INIT
416237.907          |416237.907          |50.161              |KS2
387907.589          |387907.589          |134.603             |KS2
309273.493          |309273.493          |184.746             |lns
298917.322          |298917.322          |244.977             |lns
293848.519          |293848.519          |312.343             |lns
257577.803          |257577.803          |387.779             |lns
247445.814          |247445.814          |477.678             |lns
233382.119          |233382.119          |571.833             |lns
232267.425          |232267.425          |658.910             |lns
231909.149          |231909.149          |690.074             |lns2
220066.316          |220066.316          |756.543             |lns
213628.070          |213628.070          |836.170             |lns
total time : 1000.1244134902954
