/media/sunyu/OS1/suanli/collectionunzip/item_placement_9932
obj                 |bestobj             |time                |
782.809             |782.809             |0.069               |KS1
162.541             |162.541             |4.583               |KS2
72.805              |72.805              |12.273              |KS2
23.880              |23.880              |19.653              |KS2
23.683              |23.683              |28.747              |KS2
22.441              |22.441              |39.841              |lns
22.070              |22.070              |49.427              |random
20.971              |20.971              |55.172              |lns
20.679              |20.679              |61.527              |lns
20.529              |20.529              |70.125              |lns
20.454              |20.454              |107.227             |random
20.381              |20.381              |129.443             |random
20.016              |20.016              |250.928             |random
19.817              |19.817              |260.174             |lns
19.567              |19.567              |268.143             |lns
19.564              |19.564              |272.910             |lns2
19.391              |19.391              |715.146             |lns2
18.890              |18.890              |928.323             |lns2
total time : 1000.0729539394379
