/media/sunyu/OS1/suanli/collectionunzip/item_placement_9967
obj                 |bestobj             |time                |
24.411              |24.411              |50.055              |INIT
16.776              |16.776              |57.530              |KS2
16.597              |16.597              |72.940              |KS2
14.632              |14.632              |78.696              |lns
13.548              |13.548              |99.141              |random
13.205              |13.205              |117.696             |random
12.417              |12.417              |127.834             |lns
12.416              |12.416              |131.084             |lns2
10.822              |10.822              |193.870             |lns2
10.182              |10.182              |282.635             |lns
10.178              |10.178              |293.673             |lns
10.178              |10.178              |309.211             |random
10.178              |10.178              |320.958             |random
10.029              |10.029              |380.374             |lns2
9.849               |9.849               |472.693             |lns
9.826               |9.826               |479.692             |lns
9.826               |9.826               |508.178             |random
9.826               |9.826               |519.965             |random
9.826               |9.826               |541.389             |random
9.826               |9.826               |597.474             |random
9.826               |9.826               |609.642             |random
9.826               |9.826               |631.062             |random
9.822               |9.822               |659.165             |random
9.822               |9.822               |695.525             |random
9.822               |9.822               |764.737             |random
9.822               |9.822               |829.108             |random
9.811               |9.811               |923.792             |lns2
total time : 1000.0088481903076
