/media/sunyu/OS1/suanli/collectionunzip/item_placement_9935
obj                 |bestobj             |time                |
909.008             |909.008             |0.066               |KS1
30.035              |30.035              |5.081               |KS2
23.810              |23.810              |14.703              |KS2
22.630              |22.630              |28.222              |KS2
20.919              |20.919              |32.109              |lns
18.889              |18.889              |36.515              |lns
18.672              |18.672              |44.377              |lns
18.079              |18.079              |50.569              |lns2
17.449              |17.449              |72.326              |lns2
16.295              |16.295              |85.443              |lns
12.248              |12.248              |92.253              |random
11.832              |11.832              |114.652             |lns2
11.576              |11.576              |182.408             |lns2
10.858              |10.858              |257.816             |lns2
9.644               |9.644               |521.886             |lns2
total time : 1000.065996170044
