/media/sunyu/OS1/suanli/collectionunzip/sing326
obj                 |bestobj             |time                |
7906528.122         |7906528.122         |106.959             |INIT
7893150.005         |7893150.005         |111.375             |KS2
7804764.728         |7804764.728         |161.845             |KS2
7798466.697         |7798466.697         |212.269             |KS2
7781845.656         |7781845.656         |262.692             |KS2
7781489.569         |7781489.569         |263.761             |crossover
7781126.724         |7781126.724         |373.972             |lns
7780918.228         |7780918.228         |474.523             |lns
7780918.188         |7780918.188         |575.032             |lns
7780799.589         |7780799.589         |675.417             |lns
7780781.348         |7780781.348         |775.906             |lns
7780781.338         |7780781.338         |877.083             |lns
total time : 1114.9320697784424
