/media/sunyu/OS1/suanli/collectionunzip/item_placement_9993
obj                 |bestobj             |time                |
906.074             |906.074             |0.036               |init
60.144              |60.144              |3.691               |KS2
19.631              |19.631              |12.052              |KS2
13.883              |13.883              |16.603              |KS2
12.609              |12.609              |27.176              |KS2
12.135              |12.135              |32.550              |lns
11.468              |11.468              |68.339              |lns2
11.237              |11.237              |140.009             |lns2
10.516              |10.516              |178.786             |lns
9.282               |9.282               |208.508             |lns2
total time : 999.962681055069
