/media/sunyu/OS1/suanli/collectionunzip/fastxgemm-n3r22s4t6
obj                 |bestobj             |time                |
50084.000           |50084.000           |50.147              |init
47084.000           |47084.000           |352.147             |lns
38087.000           |38087.000           |358.248             |lns
37084.000           |37084.000           |362.661             |lns
28084.000           |28084.000           |368.320             |lns
24087.000           |24087.000           |548.135             |lns
21090.000           |21090.000           |552.854             |lns
15090.000           |15090.000           |616.106             |lns
total time : 641.657993555069
