/media/sunyu/OS1/suanli/collectionunzip/item_placement_9991
obj                 |bestobj             |time                |
20.538              |20.538              |50.045              |INIT
17.662              |17.662              |58.463              |KS2
16.299              |16.299              |63.108              |lns
16.227              |16.227              |67.347              |lns
13.943              |13.943              |74.696              |lns
13.922              |13.922              |87.335              |random
13.815              |13.815              |98.885              |lns2
13.477              |13.477              |166.209             |random
12.821              |12.821              |203.071             |random
12.816              |12.816              |292.951             |random
12.784              |12.784              |306.194             |random
12.784              |12.784              |320.299             |random
12.461              |12.461              |334.797             |lns2
12.254              |12.254              |499.049             |lns2
total time : 1000.1166939735413
