/media/sunyu/OS1/suanli/collectionunzip/anonymous_62
obj                 |bestobj             |time                |
1363838.349         |1363838.349         |88.497              |INIT
1344969.935         |1344969.935         |138.599             |KS2
1195335.405         |1195335.405         |188.711             |KS2
763636.709          |763636.709          |238.810             |KS2
759811.278          |759811.278          |240.445             |KS2
759811.278          |759811.278          |240.786             |crossover
631245.422          |631245.422          |280.562             |lns
631244.552          |631244.552          |315.870             |lns
631223.028          |631223.028          |353.045             |lns
612259.728          |612259.728          |399.081             |lns
612234.173          |612234.173          |495.467             |lns
571979.747          |571979.747          |584.103             |lns
553921.311          |553921.311          |748.265             |lns
436887.467          |436887.467          |948.426             |lns
432441.094          |432441.094          |1000.135            |lns
total time : 1000.1354215145111
