/media/sunyu/OS1/suanli/collectionunzip/SET3_05
obj                 |bestobj             |time                |
3156671.124         |3156671.124         |0.135               |INIT
343316.539          |343316.539          |50.161              |KS2
312481.948          |312481.948          |228.762             |lns
311605.884          |311605.884          |328.782             |lns
283722.532          |283722.532          |456.293             |lns
270851.621          |270851.621          |550.229             |random
245119.321          |245119.321          |663.809             |lns
243534.349          |243534.349          |699.727             |random
237879.555          |237879.555          |767.118             |lns
230652.350          |230652.350          |867.137             |lns
total time : 1000.1243388652802
