/media/sunyu/OS1/suanli/collectionunzip/SET4_09
obj                 |bestobj             |time                |
3083821.587         |3083821.587         |0.133               |INIT
183265.444          |183265.444          |50.149              |KS2
110879.851          |110879.851          |90.020              |KS2
96802.172           |96802.172           |140.044             |KS2
95279.022           |95279.022           |175.283             |crossover
75174.921           |75174.921           |182.368             |lns
72133.677           |72133.677           |192.727             |lns
70770.246           |70770.246           |224.609             |lns
63641.758           |63641.758           |267.473             |lns
62727.033           |62727.033           |328.838             |lns2
61397.787           |61397.787           |430.262             |lns
60405.376           |60405.376           |511.524             |lns
59398.335           |59398.335           |586.351             |lns2
58019.167           |58019.167           |684.836             |lns
55268.191           |55268.191           |754.984             |lns
55111.071           |55111.071           |766.210             |lns
55111.071           |55111.071           |810.867             |random
54948.104           |54948.104           |893.569             |random
54390.408           |54390.408           |985.257             |lns
54390.408           |54390.408           |1000.474            |random
total time : 1000.4741613864899
