/media/sunyu/OS1/suanli/collectionunzip/anonymous_28
obj                 |bestobj             |time                |
565659.983          |565659.983          |10.210              |INIT
536097.148          |536097.148          |30.660              |KS2
393502.038          |393502.038          |31.324              |KS2
250697.986          |250697.986          |32.812              |KS2
250697.986          |250697.986          |32.920              |KS2
214207.101          |214207.101          |33.627              |lns
210484.566          |210484.566          |52.383              |lns
210484.516          |210484.516          |67.823              |lns
184522.495          |184522.495          |111.490             |lns
154457.200          |154457.200          |163.250             |lns
154419.088          |154419.088          |203.628             |lns2
104144.582          |104144.582          |321.978             |lns
95472.847           |95472.847           |422.039             |lns
95421.770           |95421.770           |511.435             |lns2
total time : 1001.0434627532959
