/media/sunyu/OS1/suanli/collectionunzip/anonymous_5
obj                 |bestobj             |time                |
808656.265          |808656.265          |146.138             |KS1
698169.330          |698169.330          |196.295             |KS2
517520.222          |517520.222          |246.419             |KS2
517520.222          |517520.222          |296.553             |KS2
517244.704          |517244.704          |297.054             |KS2
499030.911          |499030.911          |333.946             |lns
450450.967          |450450.967          |433.628             |lns
423904.215          |423904.215          |623.791             |lns
423850.563          |423850.563          |752.684             |lns
406410.792          |406410.792          |901.353             |lns2
total time : 1005.5470073223114
