/media/sunyu/OS1/suanli/collectionunzip/SET4_22
obj                 |bestobj             |time                |
3407302.808         |3407302.808         |0.170               |INIT
239233.529          |239233.529          |50.194              |KS2
203657.004          |203657.004          |85.748              |KS2
188115.583          |188115.583          |103.186             |KS2
178170.001          |178170.001          |153.210             |KS2
173007.538          |173007.538          |203.231             |KS2
172731.579          |172731.579          |207.994             |crossover
170386.270          |170386.270          |213.207             |lns
144713.824          |144713.824          |227.253             |lns
135551.790          |135551.790          |327.275             |lns
125402.231          |125402.231          |340.985             |lns
124657.846          |124657.846          |536.940             |lns2
121974.957          |121974.957          |653.307             |lns
121735.939          |121735.939          |698.621             |lns
121333.433          |121333.433          |846.061             |lns2
121333.433          |121333.433          |914.638             |random
121333.373          |121333.373          |973.243             |lns2
total time : 1000.4832057952881
