/media/sunyu/OS1/suanli/collectionunzip/item_placement_9908
obj                 |bestobj             |time                |
912.032             |912.032             |0.035               |init
182.955             |182.955             |2.999               |KS2
46.118              |46.118              |10.139              |KS2
29.858              |29.858              |19.651              |KS2
27.300              |27.300              |26.322              |crossover
25.684              |25.684              |29.700              |lns
24.572              |24.572              |33.507              |lns
24.155              |24.155              |39.846              |lns2
23.866              |23.866              |141.150             |random
22.665              |22.665              |153.604             |lns
22.090              |22.090              |158.699             |random
19.435              |19.435              |172.835             |lns2
19.259              |19.259              |246.850             |random
18.325              |18.325              |259.566             |random
17.660              |17.660              |265.350             |lns
17.060              |17.060              |277.705             |lns2
total time : 1000.0714473724365
