/media/sunyu/OS1/suanli/collectionunzip/anonymous_22
obj                 |bestobj             |time                |
7991.050            |7991.050            |74.704              |KS1
7871.300            |7871.300            |90.473              |KS2
7871.300            |7871.300            |95.340              |KS2
7865.240            |7865.240            |113.015             |lns
7865.210            |7865.210            |122.589             |lns
7865.200            |7865.200            |124.450             |lns
7828.860            |7828.860            |140.866             |lns
7828.820            |7828.820            |803.376             |random
7828.800            |7828.800            |811.675             |lns
7828.800            |7828.800            |819.853             |random
total time : 999.93923163414
