/media/sunyu/OS1/suanli/collectionunzip/SET4_04
obj                 |bestobj             |time                |
3139014.043         |3139014.043         |0.232               |INIT
177657.250          |177657.250          |50.256              |KS2
148443.338          |148443.338          |100.279             |KS2
110615.263          |110615.263          |150.293             |KS2
99267.682           |99267.682           |200.314             |KS2
93599.796           |93599.796           |250.335             |KS2
86180.003           |86180.003           |308.457             |lns
86179.983           |86179.983           |366.483             |lns
84559.725           |84559.725           |456.395             |lns
74947.287           |74947.287           |563.078             |lns
73109.202           |73109.202           |592.090             |lns
73109.202           |73109.202           |808.074             |random
total time : 1000.1298067569733
