/media/sunyu/OS1/suanli/collectionunzip/SET3_14
obj                 |bestobj             |time                |
2758272.360         |2758272.360         |0.141               |INIT
344229.757          |344229.757          |50.164              |KS2
298184.116          |298184.116          |115.660             |lns
272118.939          |272118.939          |164.271             |lns
263155.023          |263155.023          |230.517             |lns2
260676.982          |260676.982          |270.092             |lns2
244631.140          |244631.140          |718.114             |lns
242067.427          |242067.427          |759.166             |random
240798.043          |240798.043          |902.465             |lns2
235898.267          |235898.267          |1000.019            |lns
total time : 1000.0187685489655
