/media/sunyu/OS1/suanli/collectionunzip/item_placement_9903
obj                 |bestobj             |time                |
909.082             |909.082             |0.074               |KS1
308.267             |308.267             |3.136               |KS2
15.264              |15.264              |12.700              |KS2
13.802              |13.802              |23.848              |lns
12.878              |12.878              |30.414              |lns
12.710              |12.710              |43.541              |lns
12.323              |12.323              |53.283              |lns
11.995              |11.995              |59.672              |lns
11.367              |11.367              |78.410              |random
11.346              |11.346              |93.655              |lns2
10.859              |10.859              |141.563             |lns2
9.974               |9.974               |178.069             |random
9.660               |9.660               |205.932             |lns2
8.630               |8.630               |472.306             |random
7.493               |7.493               |484.043             |lns
7.441               |7.441               |505.850             |random
7.299               |7.299               |517.036             |lns2
total time : 999.9599831104279
