/media/sunyu/OS1/suanli/collectionunzip/item_placement_9940
obj                 |bestobj             |time                |
905.998             |905.998             |0.051               |KS1
93.784              |93.784              |4.853               |KS2
66.590              |66.590              |11.647              |KS2
36.623              |36.623              |21.087              |KS2
34.558              |34.558              |28.752              |lns
33.318              |33.318              |31.454              |lns
32.458              |32.458              |40.561              |lns
32.455              |32.455              |46.825              |random
32.294              |32.294              |58.689              |lns2
31.580              |31.580              |150.741             |lns2
31.421              |31.421              |679.138             |lns2
30.875              |30.875              |808.271             |lns2
total time : 1000.0691680908203
