/media/sunyu/OS1/suanli/collectionunzip/SET3_07
obj                 |bestobj             |time                |
3083586.411         |3083586.411         |0.100               |INIT
235058.692          |235058.692          |50.113              |KS2
207450.895          |207450.895          |200.154             |lns
201846.876          |201846.876          |311.351             |random
201795.883          |201795.883          |361.359             |lns
199936.303          |199936.303          |454.755             |random
199913.314          |199913.314          |504.800             |lns
199876.907          |199876.907          |554.809             |lns
199125.004          |199125.004          |626.486             |random
199125.004          |199125.004          |685.427             |random
total time : 1000.0073380470276
