/media/sunyu/OS1/suanli/collectionunzip/item_placement_9955
obj                 |bestobj             |time                |
16.340              |16.340              |50.016              |INIT
14.525              |14.525              |100.102             |KS2
14.257              |14.257              |150.198             |KS2
13.996              |13.996              |200.274             |KS2
13.996              |13.996              |250.348             |crossover
13.996              |13.996              |305.332             |random
13.652              |13.652              |355.400             |lns
13.565              |13.565              |412.026             |random
13.565              |13.565              |504.995             |random
13.562              |13.562              |805.178             |random
total time : 1000.0153489112854
