/media/sunyu/OS1/suanli/collectionunzip/anonymous_9
obj                 |bestobj             |time                |
9052.467            |9052.467            |6.128               |KS1
8939.579            |8939.579            |39.041              |KS2
8904.995            |8904.995            |89.047              |KS2
8904.940            |8904.940            |132.444             |KS2
8904.593            |8904.593            |182.631             |random
8904.381            |8904.381            |232.733             |random
8904.380            |8904.380            |293.490             |random
8904.315            |8904.315            |448.178             |random
8904.259            |8904.259            |524.836             |random
total time : 1000.0036518573761
