/media/sunyu/OS1/suanli/collectionunzip/neos-5093327-huahum
obj                 |bestobj             |time                |
8026.000            |8026.000            |4.190               |INIT
6878.000            |6878.000            |54.195              |KS2
6742.000            |6742.000            |147.414             |random
6742.000            |6742.000            |157.472             |random
6572.000            |6572.000            |214.375             |random
6572.000            |6572.000            |247.712             |random
6528.000            |6528.000            |298.317             |lns
total time : 1000.0043752193451
