/media/sunyu/OS1/suanli/collectionunzip/anonymous_28
obj                 |bestobj             |time                |
174299.731          |174299.731          |50.743              |INIT
168737.159          |168737.159          |51.073              |KS2
91637.508           |91637.508           |101.128             |KS2
89818.579           |89818.579           |151.183             |KS2
89818.579           |89818.579           |151.286             |crossover
89670.745           |89670.745           |154.623             |lns
89670.745           |89670.745           |156.501             |random
89611.485           |89611.485           |179.506             |random
71932.236           |71932.236           |229.546             |lns
71663.288           |71663.288           |280.215             |lns
71626.038           |71626.038           |330.255             |lns
71626.038           |71626.038           |380.432             |random
71626.038           |71626.038           |431.288             |random
71626.028           |71626.028           |482.251             |random
71626.028           |71626.028           |533.481             |random
71626.018           |71626.018           |589.931             |random
71626.018           |71626.018           |640.667             |random
71626.008           |71626.008           |691.969             |random
71570.096           |71570.096           |764.123             |random
71570.095           |71570.095           |818.076             |random
71570.086           |71570.086           |887.808             |random
71515.415           |71515.415           |938.710             |lns
71515.415           |71515.415           |989.586             |random
total time : 1000.1447956562042
