/media/sunyu/OS1/suanli/collectionunzip/item_placement_9994
obj                 |bestobj             |time                |
13.540              |13.540              |50.016              |INIT
10.095              |10.095              |100.078             |KS2
9.545               |9.545               |150.139             |KS2
9.298               |9.298               |200.181             |KS2
9.298               |9.298               |233.749             |crossover
9.047               |9.047               |283.793             |lns
9.047               |9.047               |484.249             |random
9.001               |9.001               |534.278             |lns
8.986               |8.986               |584.296             |lns
8.926               |8.926               |684.333             |random
8.926               |8.926               |784.389             |random
8.926               |8.926               |1000.006            |random
total time : 1000.0057413578033
