/media/sunyu/OS1/suanli/collectionunzip/item_placement_9942
obj                 |bestobj             |time                |
17.196              |17.196              |50.016              |INIT
16.926              |16.926              |100.079             |KS2
16.530              |16.530              |150.161             |KS2
16.413              |16.413              |200.204             |KS2
16.412              |16.412              |250.310             |crossover
16.412              |16.412              |301.420             |random
15.864              |15.864              |510.968             |random
14.123              |14.123              |561.012             |lns
13.775              |13.775              |611.059             |lns
13.739              |13.739              |661.108             |lns
13.273              |13.273              |711.163             |lns
13.077              |13.077              |811.224             |random
total time : 1000.0057709217072
