/media/sunyu/OS1/suanli/collectionunzip/item_placement_9954
obj                 |bestobj             |time                |
9.001               |9.001               |50.016              |INIT
8.543               |8.543               |100.084             |KS2
8.527               |8.527               |150.147             |KS2
8.502               |8.502               |200.202             |KS2
8.501               |8.501               |773.362             |random
8.336               |8.336               |823.391             |lns
8.307               |8.307               |873.426             |lns
8.247               |8.247               |923.472             |lns
8.244               |8.244               |973.509             |lns
8.236               |8.236               |1000.023            |lns
total time : 1000.023583650589
