/media/sunyu/OS1/suanli/collectionunzip/SET3_06
obj                 |bestobj             |time                |
3075765.808         |3075765.808         |0.039               |INIT
264283.622          |264283.622          |50.051              |KS2
234450.742          |234450.742          |100.064             |KS2
229370.594          |229370.594          |150.077             |KS2
223833.353          |223833.353          |200.092             |crossover
211628.724          |211628.724          |250.113             |lns
209472.972          |209472.972          |300.124             |lns
209410.408          |209410.408          |454.174             |random
208022.475          |208022.475          |648.968             |random
207917.218          |207917.218          |842.048             |random
207810.483          |207810.483          |964.176             |random
total time : 1000.118870973587
