/media/sunyu/OS1/suanli/collectionunzip/item_placement_9932
obj                 |bestobj             |time                |
20.599              |20.599              |50.016              |INIT
19.267              |19.267              |100.111             |KS2
18.404              |18.404              |200.226             |KS2
18.404              |18.404              |455.083             |random
18.401              |18.401              |505.138             |lns
18.397              |18.397              |555.188             |lns
18.249              |18.249              |655.251             |random
18.218              |18.218              |705.315             |lns
18.218              |18.218              |805.376             |random
total time : 1000.0263562202454
