/media/sunyu/OS1/suanli/collectionunzip/item_placement_9993
obj                 |bestobj             |time                |
10.648              |10.648              |50.016              |INIT
9.780               |9.780               |100.078             |KS2
9.779               |9.779               |150.155             |KS2
8.985               |8.985               |200.234             |KS2
8.985               |8.985               |200.539             |crossover
8.273               |8.273               |290.057             |random
7.751               |7.751               |340.126             |lns
7.363               |7.363               |390.196             |lns
7.348               |7.348               |440.262             |lns
7.135               |7.135               |590.429             |random
6.706               |6.706               |640.488             |lns
6.687               |6.687               |690.542             |lns
6.652               |6.652               |790.615             |random
6.636               |6.636               |840.681             |lns
6.608               |6.608               |940.748             |random
6.608               |6.608               |1000.005            |random
total time : 1000.005313873291
