/media/sunyu/OS1/suanli/collectionunzip/SET4_05
obj                 |bestobj             |time                |
3156671.124         |3156671.124         |0.039               |INIT
78552.513           |78552.513           |50.051              |KS2
75011.615           |75011.615           |100.064             |KS2
72790.516           |72790.516           |150.077             |KS2
70645.613           |70645.613           |200.095             |crossover
70530.088           |70530.088           |250.148             |lns
70411.813           |70411.813           |308.526             |random
70411.779           |70411.779           |707.284             |random
70411.746           |70411.746           |771.744             |random
total time : 1000.0071139335632
