/media/sunyu/OS1/suanli/collectionunzip/set3-10
obj                 |bestobj             |time                |
3192430.341         |3192430.341         |0.038               |INIT
225763.573          |225763.573          |50.050              |KS2
214989.213          |214989.213          |100.062             |KS2
214732.986          |214732.986          |200.092             |lns
209158.090          |209158.090          |250.104             |lns
208529.896          |208529.896          |301.309             |random
204673.487          |204673.487          |379.177             |random
204625.646          |204625.646          |582.507             |random
203396.416          |203396.416          |796.280             |random
201531.002          |201531.002          |987.461             |random
total time : 1000.1172995567322
