/media/sunyu/OS1/suanli/collectionunzip/item_placement_9973
obj                 |bestobj             |time                |
13.319              |13.319              |50.016              |INIT
13.144              |13.144              |100.070             |KS2
12.775              |12.775              |150.137             |KS2
10.493              |10.493              |200.191             |KS2
10.311              |10.311              |300.324             |lns
10.311              |10.311              |350.434             |random
10.309              |10.309              |604.781             |random
10.151              |10.151              |654.819             |lns
10.024              |10.024              |704.874             |lns
total time : 1000.0205688476562
