/media/sunyu/OS1/suanli/collectionunzip/rmine15
obj                 |bestobj             |time                |
-291.168            |-291.168            |88.858              |INIT
-356.114            |-356.114            |139.219             |KS2
-887.200            |-887.200            |139.849             |KS2
-2716.953           |-2716.953           |190.932             |lns
-2730.263           |-2730.263           |241.217             |lns
-2863.737           |-2863.737           |291.505             |lns
-3336.405           |-3336.405           |341.794             |lns
-3934.200           |-3934.200           |683.616             |lns
-3939.635           |-3939.635           |733.904             |lns
-3941.440           |-3941.440           |784.186             |lns
-3941.522           |-3941.522           |834.475             |lns
-4002.671           |-4002.671           |885.369             |random
total time : 1001.2128946781158
