/media/sunyu/OS1/suanli/collectionunzip/item_placement_9919
obj                 |bestobj             |time                |
8.671               |8.671               |50.016              |INIT
8.671               |8.671               |100.049             |KS2
8.660               |8.660               |150.111             |KS2
8.659               |8.659               |200.160             |KS2
8.659               |8.659               |258.486             |random
8.310               |8.310               |358.562             |random
8.306               |8.306               |408.627             |lns
8.129               |8.129               |508.709             |random
7.323               |7.323               |558.779             |lns
7.251               |7.251               |608.843             |lns
7.218               |7.218               |909.043             |random
6.152               |6.152               |959.081             |lns
6.026               |6.026               |1000.024            |lns
total time : 1000.0246913433075
