/media/sunyu/OS1/suanli/collectionunzip/item_placement_9987
obj                 |bestobj             |time                |
28.262              |28.262              |50.016              |INIT
25.652              |25.652              |100.089             |KS2
25.569              |25.569              |150.105             |KS2
25.490              |25.490              |200.119             |KS2
25.490              |25.490              |250.209             |crossover
25.434              |25.434              |776.039             |random
23.992              |23.992              |826.082             |lns
23.257              |23.257              |876.112             |lns
23.228              |23.228              |926.149             |lns
total time : 1000.0055022239685
