/media/sunyu/OS1/suanli/collectionunzip/SET3_17
obj                 |bestobj             |time                |
3030285.219         |3030285.219         |0.040               |INIT
244534.954          |244534.954          |50.052              |KS2
235696.909          |235696.909          |100.064             |KS2
230480.919          |230480.919          |150.077             |KS2
201522.247          |201522.247          |200.095             |lns
193603.860          |193603.860          |250.106             |lns
193017.233          |193017.233          |300.449             |random
191734.532          |191734.532          |350.848             |random
191602.975          |191602.975          |400.894             |lns
191597.590          |191597.590          |450.904             |lns
190155.966          |190155.966          |501.616             |random
189848.748          |189848.748          |551.626             |lns
189848.748          |189848.748          |602.147             |random
total time : 1000.0072274208069
