/media/sunyu/OS1/suanli/collectionunzip/item_placement_9989
obj                 |bestobj             |time                |
9.019               |9.019               |50.021              |INIT
8.956               |8.956               |100.082             |KS2
8.954               |8.954               |150.138             |KS2
8.413               |8.413               |600.522             |random
8.077               |8.077               |650.574             |lns
7.692               |7.692               |700.632             |lns
7.504               |7.504               |750.685             |lns
7.143               |7.143               |850.759             |random
7.103               |7.103               |900.809             |lns
7.103               |7.103               |1000.021            |random
total time : 1000.0210304260254
