/media/sunyu/OS1/suanli/collectionunzip/anonymous_48
obj                 |bestobj             |time                |
216318.740          |216318.740          |3.654               |INIT
216228.146          |216228.146          |3.737               |KS2
216228.146          |216228.146          |3.810               |KS2
182099.510          |182099.510          |20.321              |KS2
182099.510          |182099.510          |20.390              |crossover
118885.996          |118885.996          |37.391              |random
53322.881           |53322.881           |87.427              |lns
47455.006           |47455.006           |137.685             |lns
42499.729           |42499.729           |187.721             |lns
40030.467           |40030.467           |237.757             |lns
39518.848           |39518.848           |288.048             |lns
37169.229           |37169.229           |338.239             |random
37169.213           |37169.213           |388.497             |lns
37169.213           |37169.213           |439.360             |random
37142.237           |37142.237           |489.625             |lns
37142.237           |37142.237           |540.258             |random
37142.227           |37142.227           |591.244             |random
37142.225           |37142.225           |641.500             |lns
37142.201           |37142.201           |691.535             |lns
total time : 1000.0347774028778
