/media/sunyu/OS1/suanli/collectionunzip/anonymous_39
obj                 |bestobj             |time                |
289478.957          |289478.957          |24.167              |INIT
220150.614          |220150.614          |24.590              |KS2
103311.770          |103311.770          |74.632              |KS2
103311.743          |103311.743          |89.827              |KS2
103161.973          |103161.973          |91.004              |random
103146.867          |103146.867          |141.427             |lns
103146.867          |103146.867          |192.019             |random
101668.389          |101668.389          |242.412             |lns
101668.389          |101668.389          |292.728             |random
101502.455          |101502.455          |342.758             |lns
101502.455          |101502.455          |393.322             |random
97943.603           |97943.603           |443.725             |lns
97726.597           |97726.597           |494.254             |random
97707.870           |97707.870           |544.285             |lns
97707.870           |97707.870           |594.381             |random
97533.945           |97533.945           |644.516             |random
94169.766           |94169.766           |694.544             |lns
94169.756           |94169.756           |744.668             |random
93570.919           |93570.919           |795.029             |lns
93570.919           |93570.919           |845.635             |random
93570.909           |93570.909           |896.090             |random
93570.899           |93570.899           |946.499             |lns
93570.899           |93570.899           |997.002             |random
total time : 1000.1611955165863
