/media/sunyu/OS1/suanli/collectionunzip/item_placement_9903
obj                 |bestobj             |time                |
10.328              |10.328              |50.016              |INIT
10.320              |10.320              |100.068             |KS2
10.213              |10.213              |150.126             |KS2
9.790               |9.790               |200.178             |KS2
9.790               |9.790               |200.250             |crossover
9.604               |9.604               |250.331             |lns
9.527               |9.527               |300.398             |lns
9.508               |9.508               |350.466             |lns
9.507               |9.507               |450.568             |random
8.873               |8.873               |500.626             |lns
8.870               |8.870               |550.694             |lns
8.858               |8.858               |851.007             |random
6.517               |6.517               |901.048             |lns
6.500               |6.500               |951.100             |lns
6.023               |6.023               |1000.037            |lns
total time : 1000.0368549823761
