/media/sunyu/OS1/suanli/collectionunzip/neos-2328163-agri
obj                 |bestobj             |time                |
30451.000           |30451.000           |71.354              |KS1
29949.000           |29949.000           |71.549              |random
29345.000           |29345.000           |121.562             |lns
29330.000           |29330.000           |171.688             |random
28805.000           |28805.000           |221.700             |lns
28745.000           |28745.000           |271.753             |lns
28485.000           |28485.000           |322.005             |random
total time : 1000.0062942504883
