/media/sunyu/OS1/suanli/collectionunzip/item_placement_9911
obj                 |bestobj             |time                |
15.965              |15.965              |50.017              |INIT
15.679              |15.679              |100.099             |KS2
13.405              |13.405              |150.187             |KS2
12.867              |12.867              |200.258             |KS2
12.848              |12.848              |250.342             |crossover
12.685              |12.685              |300.400             |lns
12.550              |12.550              |601.606             |random
12.543              |12.543              |651.668             |lns
12.438              |12.438              |701.722             |lns
12.384              |12.384              |751.779             |lns
12.382              |12.382              |801.844             |lns
12.315              |12.315              |851.921             |lns
12.198              |12.198              |901.982             |lns
12.195              |12.195              |1000.006            |random
total time : 1000.0058043003082
