/media/sunyu/OS1/suanli/collectionunzip/neos-5260764-orauea
obj                 |bestobj             |time                |
88139.955           |88139.955           |50.172              |INIT
86165.403           |86165.403           |100.282             |KS2
84911.255           |84911.255           |150.375             |KS2
83973.630           |83973.630           |200.461             |KS2
83747.833           |83747.833           |331.095             |random
83102.825           |83102.825           |381.277             |lns
82927.138           |82927.138           |431.341             |lns
total time : 1000.1610088348389
