/media/sunyu/OS1/suanli/collectionunzip/SET3_30
obj                 |bestobj             |time                |
3532976.880         |3532976.880         |0.049               |INIT
443894.570          |443894.570          |50.061              |KS2
413681.077          |413681.077          |100.074             |KS2
413681.077          |413681.077          |150.087             |KS2
412785.279          |412785.279          |200.106             |lns
412321.705          |412321.705          |301.720             |random
412321.705          |412321.705          |353.857             |random
412101.523          |412101.523          |407.900             |random
411836.825          |411836.825          |483.941             |random
411264.541          |411264.541          |537.820             |random
411263.759          |411263.759          |587.831             |lns
408390.311          |408390.311          |637.841             |lns
406894.037          |406894.037          |804.455             |random
404873.477          |404873.477          |856.445             |random
403773.476          |403773.476          |906.455             |lns
399970.868          |399970.868          |956.464             |lns
399227.718          |399227.718          |1000.008            |lns
total time : 1000.0085468292236
