/media/sunyu/OS1/suanli/collectionunzip/anonymous_61
obj                 |bestobj             |time                |
248460.394          |248460.394          |50.368              |INIT
175266.813          |175266.813          |100.475             |KS2
151781.292          |151781.292          |150.576             |KS2
151779.397          |151779.397          |200.672             |KS2
151779.397          |151779.397          |200.837             |crossover
151756.345          |151756.345          |250.987             |lns
148106.216          |148106.216          |303.970             |lns
148106.194          |148106.194          |356.721             |lns
148077.640          |148077.640          |409.565             |lns
148077.630          |148077.630          |459.658             |lns
148077.629          |148077.629          |565.292             |random
148077.597          |148077.597          |668.091             |random
148035.659          |148035.659          |720.749             |lns
148021.890          |148021.890          |770.819             |lns
148021.880          |148021.880          |824.026             |lns
147947.755          |147947.755          |927.450             |random
147947.745          |147947.745          |977.520             |lns
total time : 1000.2522757053375
