/media/sunyu/OS1/suanli/collectionunzip/item_placement_9945
obj                 |bestobj             |time                |
10.686              |10.686              |50.016              |INIT
9.403               |9.403               |100.072             |KS2
9.264               |9.264               |150.119             |KS2
9.262               |9.262               |250.301             |lns
9.262               |9.262               |350.406             |random
9.249               |9.249               |500.528             |random
9.019               |9.019               |600.622             |random
8.064               |8.064               |650.701             |lns
8.028               |8.028               |744.150             |random
total time : 1000.0058624744415
