/media/sunyu/OS1/suanli/collectionunzip/anonymous_17
obj                 |bestobj             |time                |
345649.152          |345649.152          |2.343               |INIT
158141.025          |158141.025          |2.366               |KS2
157962.674          |157962.674          |3.119               |KS2
157962.674          |157962.674          |3.175               |KS2
157920.935          |157920.935          |3.260               |random
156056.257          |156056.257          |3.364               |random
155710.398          |155710.398          |3.996               |lns
155337.233          |155337.233          |5.057               |random
155175.280          |155175.280          |5.370               |lns
152856.189          |152856.189          |9.157               |lns
152856.189          |152856.189          |13.071              |random
151949.543          |151949.543          |38.777              |lns
151909.801          |151909.801          |59.851              |random
151347.558          |151347.558          |61.300              |random
88831.670           |88831.670           |111.309             |lns
57052.015           |57052.015           |161.319             |lns
51191.786           |51191.786           |211.363             |lns
50981.315           |50981.315           |261.409             |lns
48142.589           |48142.589           |311.448             |lns
45769.037           |45769.037           |361.812             |random
43966.748           |43966.748           |411.854             |lns
40775.196           |40775.196           |461.866             |lns
39751.241           |39751.241           |511.938             |random
36800.338           |36800.338           |561.980             |lns
33808.980           |33808.980           |612.092             |random
33808.956           |33808.956           |662.101             |lns
33808.952           |33808.952           |743.262             |random
33808.948           |33808.948           |793.300             |lns
33808.946           |33808.946           |843.308             |lns
33808.937           |33808.937           |904.560             |random
33808.936           |33808.936           |956.716             |random
total time : 1000.0169479846954
