/media/sunyu/OS1/suanli/collectionunzip/n3705
obj                 |bestobj             |time                |
1301391.000         |1301391.000         |50.146              |INIT
1297303.000         |1297303.000         |100.186             |KS2
1291796.000         |1291796.000         |150.223             |KS2
1279682.000         |1279682.000         |200.259             |KS2
1279524.000         |1279524.000         |250.304             |crossover
1270524.000         |1270524.000         |350.394             |random
1270082.000         |1270082.000         |400.485             |lns
1267163.000         |1267163.000         |450.578             |lns
1266008.000         |1266008.000         |600.684             |random
1263433.000         |1263433.000         |650.775             |lns
1262812.000         |1262812.000         |800.937             |random
1261610.000         |1261610.000         |851.027             |lns
1261246.000         |1261246.000         |951.098             |random
total time : 1000.1643204689026
