/media/sunyu/OS1/suanli/collectionunzip/anonymous_38
obj                 |bestobj             |time                |
85736.224           |85736.224           |7.895               |INIT
85736.214           |85736.214           |8.013               |KS2
82480.193           |82480.193           |8.819               |random
80347.021           |80347.021           |58.833              |lns
80347.020           |80347.020           |109.408             |random
80347.019           |80347.019           |159.423             |lns
80347.019           |80347.019           |209.829             |random
80229.013           |80229.013           |265.092             |random
79832.163           |79832.163           |315.107             |lns
79832.160           |79832.160           |365.126             |lns
78219.747           |78219.747           |415.767             |random
78219.741           |78219.741           |465.921             |lns
78219.741           |78219.741           |574.823             |random
75449.704           |75449.704           |632.975             |random
75403.733           |75403.733           |635.028             |lns
total time : 1000.0046927928925
