/media/sunyu/OS1/suanli/collectionunzip/item_placement_9918
obj                 |bestobj             |time                |
10.757              |10.757              |50.016              |INIT
10.456              |10.456              |100.070             |KS2
10.437              |10.437              |150.135             |KS2
10.432              |10.432              |200.192             |KS2
10.431              |10.431              |300.374             |lns
10.431              |10.431              |350.487             |random
10.404              |10.404              |400.559             |lns
10.277              |10.277              |450.622             |lns
10.277              |10.277              |550.712             |random
10.253              |10.253              |729.437             |random
9.158               |9.158               |779.513             |lns
9.113               |9.113               |829.582             |lns
8.775               |8.775               |879.634             |lns
8.639               |8.639               |929.682             |lns
8.481               |8.481               |979.737             |lns
8.481               |8.481               |1000.129            |random
total time : 1000.1293380260468
