/media/sunyu/OS1/suanli/collectionunzip/SET3_24
obj                 |bestobj             |time                |
3895660.960         |3895660.960         |0.044               |INIT
311934.565          |311934.565          |50.058              |KS2
300481.521          |300481.521          |100.071             |KS2
282648.125          |282648.125          |150.083             |KS2
277453.815          |277453.815          |200.097             |crossover
258198.950          |258198.950          |250.115             |lns
257410.053          |257410.053          |300.125             |lns
257163.486          |257163.486          |350.136             |lns
256848.798          |256848.798          |431.452             |random
256729.638          |256729.638          |481.503             |lns
256712.261          |256712.261          |531.512             |lns
256546.611          |256546.611          |584.908             |random
255845.822          |255845.822          |758.684             |random
253400.534          |253400.534          |864.356             |random
252809.759          |252809.759          |988.665             |random
252719.529          |252719.529          |1000.117            |random
total time : 1000.1174619197845
