/media/sunyu/OS1/suanli/collectionunzip/anonymous_93
obj                 |bestobj             |time                |
224968.237          |224968.237          |50.582              |INIT
205336.449          |205336.449          |100.714             |KS2
200318.458          |200318.458          |150.838             |KS2
199802.425          |199802.425          |200.959             |KS2
199802.425          |199802.425          |201.128             |crossover
196831.194          |196831.194          |251.309             |lns
196831.194          |196831.194          |301.580             |random
180628.719          |180628.719          |402.732             |random
178398.130          |178398.130          |461.871             |lns
176708.796          |176708.796          |571.209             |random
175639.119          |175639.119          |621.294             |lns
175639.118          |175639.118          |689.617             |random
175585.943          |175585.943          |747.303             |lns
175103.655          |175103.655          |807.960             |lns
175101.918          |175101.918          |858.044             |lns
174815.330          |174815.330          |918.098             |lns
174815.320          |174815.320          |968.181             |lns
174815.320          |174815.320          |1000.309            |random
total time : 1000.3096339702606
