/media/sunyu/OS1/suanli/collectionunzip/anonymous_71
obj                 |bestobj             |time                |
511365.555          |511365.555          |14.314              |INIT
293830.101          |293830.101          |14.384              |KS2
218587.296          |218587.296          |53.663              |KS2
218560.295          |218560.295          |53.762              |crossover
212670.708          |212670.708          |53.885              |lns
212670.708          |212670.708          |53.967              |random
212444.487          |212444.487          |54.306              |random
208522.273          |208522.273          |104.317             |lns
208488.099          |208488.099          |154.554             |random
208029.782          |208029.782          |204.642             |lns
194427.037          |194427.037          |254.654             |lns
184885.702          |184885.702          |304.753             |lns
154009.635          |154009.635          |354.866             |lns
150772.904          |150772.904          |404.878             |lns
150518.662          |150518.662          |454.998             |lns
149225.420          |149225.420          |505.120             |lns
149059.812          |149059.812          |555.246             |lns
146370.306          |146370.306          |605.361             |lns
125882.210          |125882.210          |655.447             |lns
120012.428          |120012.428          |705.460             |lns
119708.508          |119708.508          |755.625             |random
119464.290          |119464.290          |805.637             |lns
119451.708          |119451.708          |855.829             |random
110523.248          |110523.248          |905.935             |lns
110398.642          |110398.642          |956.099             |random
110191.445          |110191.445          |1000.010            |lns
total time : 1000.0099015235901
