/media/sunyu/OS1/suanli/collectionunzip/item_placement_9984
obj                 |bestobj             |time                |
21.915              |21.915              |50.016              |INIT
21.760              |21.760              |100.076             |KS2
21.671              |21.671              |150.171             |KS2
21.657              |21.657              |200.208             |KS2
21.657              |21.657              |200.288             |crossover
21.494              |21.494              |508.634             |random
21.477              |21.477              |558.684             |lns
21.477              |21.477              |658.740             |random
21.468              |21.468              |708.795             |lns
total time : 1000.0146195888519
