/media/sunyu/OS1/suanli/collectionunzip/SET3_03
obj                 |bestobj             |time                |
3047891.617         |3047891.617         |0.038               |INIT
251252.032          |251252.032          |50.050              |KS2
242456.942          |242456.942          |100.063             |KS2
242376.138          |242376.138          |150.074             |KS2
221302.120          |221302.120          |200.092             |lns
220978.936          |220978.936          |250.104             |lns
217394.806          |217394.806          |300.116             |lns
216682.016          |216682.016          |351.230             |random
216660.908          |216660.908          |401.276             |lns
214576.282          |214576.282          |451.286             |lns
214521.561          |214521.561          |551.707             |random
214521.561          |214521.561          |651.727             |random
213332.334          |213332.334          |834.521             |random
212280.940          |212280.940          |1000.007            |random
total time : 1000.0071904659271
