/media/sunyu/OS1/suanli/collectionunzip/anonymous_26
obj                 |bestobj             |time                |
153412.331          |153412.331          |51.274              |INIT
143470.615          |143470.615          |101.329             |KS2
132968.684          |132968.684          |151.380             |KS2
131976.538          |131976.538          |201.429             |KS2
129123.126          |129123.126          |252.719             |lns
129123.126          |129123.126          |302.826             |random
129123.126          |129123.126          |352.998             |random
129028.457          |129028.457          |409.307             |random
129028.437          |129028.437          |459.345             |lns
129028.437          |129028.437          |509.618             |random
129028.437          |129028.437          |611.041             |random
128952.404          |128952.404          |711.127             |random
128880.852          |128880.852          |762.441             |lns
128880.842          |128880.842          |863.863             |random
128824.396          |128824.396          |913.899             |lns
127893.406          |127893.406          |965.366             |lns
127893.406          |127893.406          |1000.178            |random
total time : 1000.1783578395844
