/media/sunyu/OS1/suanli/collectionunzip/neos-1420790
obj                 |bestobj             |time                |
3189.343            |3189.343            |50.048              |INIT
3160.870            |3160.870            |100.058             |KS2
3137.657            |3137.657            |150.063             |KS2
3131.223            |3131.223            |200.070             |KS2
3130.197            |3130.197            |310.372             |random
3128.526            |3128.526            |410.383             |random
3128.526            |3128.526            |510.395             |random
3127.697            |3127.697            |610.406             |random
3127.182            |3127.182            |760.432             |random
3124.931            |3124.931            |860.762             |random
3123.522            |3123.522            |911.092             |lns
3121.546            |3121.546            |961.098             |lns
3120.803            |3120.803            |1000.005            |lns
total time : 1000.004905462265
